"代號","名稱","成交","最高","最低","漲跌價","漲跌幅","更新日期","3個月最高股價(元)","現距3個月高點跌幅","3個月最低股價(元)","現距3個月低點漲幅","半年最高股價(元)","現距半年高點跌幅","半年最低股價(元)","現距半年低點漲幅","1年最高股價(元)","現距1年高點跌幅","1年最低股價(元)","現距1年低點漲幅"
="3049","精金","8.43","8.55","8.19","+0.36","+4.46","05/02","9.57","-11.9","7.61","+10.8","9.95","-15.3","7.61","+10.8","11.5","-26.7","7.61","+10.8"
="3050","鈺德","22.75","22.75","21.85","+0.25","+1.11","05/02","26","-12.5","17.1","+33","26","-12.5","13.9","+63.7","26","-12.5","13.9","+63.7"
="3051","力特","37","37","36.25","+0.3","+0.82","05/02","44.4","-16.7","34.35","+7.71","46.75","-20.9","30.7","+20.5","46.75","-20.9","17","+118"
="3052","夆典","13.9","14.1","13.6","+0.25","+1.83","05/02","14.9","-6.71","12.2","+13.9","14.9","-6.71","10.9","+27.5","14.9","-6.71","10.8","+28.7"
="3054","立萬利","21.25","21.3","21.05","+0.05","+0.24","05/02","22.5","-5.56","20","+6.25","22.5","-5.56","19.9","+6.78","23.55","-9.77","18.15","+17.1"
="3055","蔚華科","76.6","79.8","74.1","-0.6","-0.78","05/02","88.7","-13.6","60.6","+26.4","88.7","-13.6","38.45","+99.2","88.7","-13.6","27.4","+180"
="3056","富華新","34.55","34.75","33.4","+0.95","+2.83","05/02","34.75","-0.58","26.85","+28.7","34.75","-0.58","26.05","+32.6","58.5","-40.9","25.75","+34.2"
="3057","喬鼎","11.8","11.95","11.75","-0.15","-1.26","05/02","14.8","-20.3","11.25","+4.89","14.8","-20.3","11.05","+6.79","16.65","-29.1","10.95","+7.76"
="3058","立德","21.2","21.8","21.1","-0.6","-2.75","05/02","25.4","-16.5","19.15","+10.7","25.4","-16.5","18.5","+14.6","32.1","-34","18","+17.8"
="3059","華晶科","38.55","39.3","38.3","-0.45","-1.15","05/02","42.65","-9.61","32.95","+17","42.65","-9.61","32.95","+17","42.65","-9.61","32.55","+18.4"
="3060","銘異","28.65","29.3","26.6","+0.55","+1.96","05/02","31.25","-8.32","19.55","+46.5","31.25","-8.32","19","+50.8","31.25","-8.32","16.4","+74.7"
="3062","建漢","21.65","21.75","21.35","+0.1","+0.46","05/02","26.55","-18.5","19.8","+9.34","26.55","-18.5","19.8","+9.34","26.55","-18.5","19.1","+13.4"
="3090","日電貿","60.7","60.9","60","0","0","05/02","63.8","-4.86","56.5","+7.43","63.8","-4.86","55.9","+8.59","64.5","-5.89","51.2","+18.6"
="3092","鴻碩","33","33.35","33","-0.35","-1.05","05/02","36.5","-9.59","29.7","+11.1","36.5","-9.59","29.7","+11.1","45.55","-27.6","29.7","+11.1"
="3094","聯傑","31.2","31.25","30.8","+0.05","+0.16","05/02","37.2","-16.1","29.85","+4.52","43","-27.4","29.85","+4.52","43","-27.4","27.95","+11.6"
="3130","一零四","230.5","231","229","0","0","05/02","249","-7.43","217","+6.22","249","-7.43","200","+15.2","249","-7.43","199","+15.8"
="3138","耀登","128.5","129","127","+0.5","+0.39","05/02","148.5","-13.5","121.5","+5.76","176","-27","121.5","+5.76","176","-27","121.5","+5.76"
="3149","正達","23.35","23.6","23.05","-0.25","-1.06","05/02","31","-24.7","22.5","+3.78","32","-27","16.45","+41.9","32","-27","12.1","+93"
="3164","景岳","23.2","23.35","23","-0.1","-0.43","05/02","23.7","-2.11","21.4","+8.41","25.35","-8.48","21.4","+8.41","27.5","-15.6","21.4","+8.41"
="3167","大量","64.5","64.6","61.8","+2.5","+4.03","05/02","72.2","-10.7","54.6","+18.1","72.2","-10.7","45.4","+42.1","72.2","-10.7","37.2","+73.4"
="3168","眾福科","62.7","62.9","62.5","+0.1","+0.16","","","","","","","","","","","","",""
="3189","景碩","95.2","95.3","94.2","-0.1","-0.1","05/02","106.5","-10.6","92","+3.48","108","-11.9","92","+3.48","122","-22","92","+3.48"
="3209","全科","34.8","34.9","34.55","+0.2","+0.58","05/02","38","-8.42","33.2","+4.82","38","-8.42","33.2","+4.82","42.9","-18.9","32.05","+8.58"
="3229","晟鈦","15.2","15.2","15.05","-0.05","-0.33","05/02","17.95","-15.3","14.85","+2.36","18.95","-19.8","14.2","+7.04","20.25","-24.9","13.45","+13"
="3231","緯創","114.5","115.5","110.5","+1","+0.88","05/02","135","-15.2","108.5","+5.53","135","-15.2","89","+28.7","161.5","-29.1","44.95","+155"
="3257","虹冠電","61.9","62.4","61.5","+0.3","+0.49","05/02","74.9","-17.4","58.1","+6.54","82.5","-25","58.1","+6.54","91.4","-32.3","58.1","+6.54"
="3266","昇陽","24.85","24.85","22.45","+2.25","+9.96","05/02","24.85","0","17.15","+44.9","24.85","0","13.5","+84.1","24.85","0","12.35","+101"
="3296","勝德","25.25","25.45","24.55","+0.4","+1.61","05/02","28.85","-12.5","21.1","+19.7","28.85","-12.5","15.4","+64","28.85","-12.5","15.15","+66.7"
="3305","昇貿","64.8","65.3","63.7","+0.1","+0.15","05/02","79.2","-18.2","59.8","+8.36","79.2","-18.2","59.5","+8.91","80.4","-19.4","46.5","+39.4"
="3308","聯德","26.35","26.65","26.1","0","0","05/02","40.85","-35.5","25.2","+4.56","42.7","-38.3","25.2","+4.56","67.9","-61.2","25.2","+4.56"
="3311","閎暉","38.9","39.05","38.6","0","0","05/02","45.5","-14.5","38.3","+1.57","45.5","-14.5","36.1","+7.76","47.75","-18.5","33.45","+16.3"
="3312","弘憶股","46.5","47.35","45.1","+0.25","+0.54","05/02","54","-13.9","24.75","+87.9","54","-13.9","19.05","+144","54","-13.9","17.85","+161"
="3321","同泰","17.55","17.95","17.45","-0.25","-1.4","05/02","21","-16.4","13.05","+34.5","21","-16.4","12.7","+38.2","21","-16.4","5.71","+207"
="3338","泰碩","73.5","75.5","73.3","-0.6","-0.81","05/02","80.5","-8.7","62.5","+17.6","80.5","-8.7","57.2","+28.5","80.5","-8.7","43","+70.9"
="3346","麗清","42.25","42.8","42.1","-0.55","-1.29","05/02","52.5","-19.5","41","+3.05","56.2","-24.8","41","+3.05","57.5","-26.5","37.4","+13"
="3356","奇偶","54","54","52.5","+0.4","+0.75","05/02","58","-6.9","42","+28.6","58","-6.9","40.3","+34","62.4","-13.5","37.55","+43.8"
="3376","新日興","169.5","173","167","-4.5","-2.59","05/02","236","-28.2","149.5","+13.4","236","-28.2","94.2","+79.9","236","-28.2","79","+115"
="3380","明泰","32.7","32.8","32.3","+0.15","+0.46","05/02","39.75","-17.7","30.8","+6.17","39.8","-17.8","30.8","+6.17","48.8","-33","30.8","+6.17"
="3406","玉晶光","437.5","444","436","-3.5","-0.79","05/02","538","-18.7","390","+12.2","538","-18.7","373","+17.3","538","-18.7","353.5","+23.8"
="3413","京鼎","291","298","290.5","-11","-3.64","05/02","320.5","-9.2","211.5","+37.6","320.5","-9.2","184.5","+57.7","320.5","-9.2","171.5","+69.7"
="3416","融程電","143.5","147","143","-4","-2.71","05/02","162.5","-11.7","130","+10.4","162.5","-11.7","112","+28.1","162.5","-11.7","110","+30.5"
="3419","譁裕","16.55","16.8","16.45","+0.1","+0.61","05/02","18.3","-9.56","15.65","+5.75","19.85","-16.6","15.65","+5.75","23.5","-29.6","15.65","+5.75"
="3432","台端","19.2","19.6","19.2","+0.05","+0.26","05/02","21.5","-10.7","16.7","+15","21.5","-10.7","10.5","+82.9","21.5","-10.7","10","+92"
="3437","榮創","27.05","27.15","26.4","+0.15","+0.56","05/02","40","-32.4","26.4","+2.46","40","-32.4","18.05","+49.9","40","-32.4","16.5","+63.9"
="3443","創意","1375","1400","1350","+5","+0.36","05/02","1620","-15.1","1090","+26.1","1895","-27.4","1090","+26.1","2015","-31.8","1085","+26.7"
="3447","展達","30.5","30.5","29.85","+0.2","+0.66","05/02","38.9","-21.6","29.55","+3.21","41.2","-26","29.55","+3.21","62.9","-51.5","29.55","+3.21"
="3450","聯鈞","63.2","64.2","62.3","-0.1","-0.16","05/02","81.9","-22.8","58.3","+8.4","81.9","-22.8","54.1","+16.8","81.9","-22.8","34.6","+82.7"
="3454","晶睿","134","135.5","134","-2","-1.47","05/02","158","-15.2","128","+4.69","172.5","-22.3","128","+4.69","215.5","-37.8","128","+4.69"
="3481","群創","13.65","14.05","13.55","-0.6","-4.21","05/02","16.6","-17.8","13","+5","17.2","-20.6","12.05","+13.3","17.3","-21.1","11.35","+20.3"
="3494","誠研","5.1","5.29","5.07","0","0","05/02","7.13","-28.5","4.85","+5.15","7.52","-32.2","4.78","+6.69","9.43","-45.9","4.78","+6.69"
="3501","維熹","61.8","62","60.8","+1.1","+1.81","05/02","62","-0.32","50.9","+21.4","62","-0.32","49.3","+25.4","62","-0.32","48.6","+27.2"
="3504","揚明光","55","55.3","54.6","-0.2","-0.36","05/02","76.5","-28.1","53","+3.77","77","-28.6","53","+3.77","91","-39.6","53","+3.77"
="3515","華擎","224.5","229.5","222.5","-2.5","-1.1","05/02","311.5","-27.9","217.5","+3.22","311.5","-27.9","182.5","+23","311.5","-27.9","130","+72.7"
="3518","柏騰","27.4","27.7","27.25","+0.15","+0.55","05/02","36.95","-25.8","26","+5.38","41.9","-34.6","26","+5.38","47.85","-42.7","26","+5.38"
="3528","安馳","48.5","48.8","48.05","+0.3","+0.62","05/02","52","-6.73","42.8","+13.3","55","-11.8","42.8","+13.3","71.5","-32.2","42.8","+13.3"
="3530","晶相光","93.6","95.2","93.1","-1.3","-1.37","05/02","147.5","-36.5","91.2","+2.63","147.5","-36.5","88.3","+6","147.5","-36.5","69.1","+35.5"
="3532","台勝科","173","175","173","-3.5","-1.98","05/02","184","-5.98","152","+13.8","197","-12.2","149.5","+15.7","197","-12.2","135.5","+27.7"
="3533","嘉澤","1410","1445","1395","-30","-2.08","05/02","1675","-15.8","976","+44.5","1675","-15.8","851","+65.7","1675","-15.8","693","+103"
="3535","晶彩科","22.95","23.35","22.75","-0.15","-0.65","05/02","26.6","-13.7","19.8","+15.9","26.6","-13.7","17.9","+28.2","26.6","-13.7","17.15","+33.8"
="3543","州巧","24","24.35","23.9","-0.25","-1.03","05/02","30","-20","22.15","+8.35","30","-20","20.15","+19.1","30","-20","20.1","+19.4"
="3545","敦泰","84.9","85.9","84.1","+0.5","+0.59","05/02","112","-24.2","79.6","+6.66","136","-37.6","79.6","+6.66","136","-37.6","65.5","+29.6"
="3550","聯穎","14.75","14.9","14.7","-0.15","-1.01","05/02","16.4","-10.1","14.3","+3.15","16.4","-10.1","14.3","+3.15","17.5","-15.7","14.3","+3.15"
="3557","嘉威","78.2","78.6","76.3","+2","+2.62","05/02","78.6","-0.51","59.3","+31.9","78.6","-0.51","58.2","+34.4","78.6","-0.51","50.8","+53.9"
="3563","牧德","440.5","457","434","-27.5","-5.88","05/02","485","-9.18","270.5","+62.8","485","-9.18","181","+143","485","-9.18","175","+152"
="3576","聯合再生","11.95","12.15","11.85","-0.15","-1.24","05/02","13.2","-9.47","10.9","+9.63","15.6","-23.4","10.9","+9.63","21.4","-44.2","10.9","+9.63"
="3583","辛耘","347","348.5","329","+9","+2.66","05/02","386.5","-10.2","215","+61.4","386.5","-10.2","182.5","+90.1","386.5","-10.2","86","+303"
="3588","通嘉","88.8","89.9","87.6","-0.5","-0.56","05/02","122.5","-27.5","81.2","+9.36","122.5","-27.5","62.3","+42.5","122.5","-27.5","45.45","+95.4"
="3591","艾笛森","23.85","24.3","23.8","-0.15","-0.62","05/02","28.25","-15.6","22.55","+5.76","28.25","-15.6","22.55","+5.76","28.45","-16.2","21.55","+10.7"
="3592","瑞鼎","425","427","420","-2","-0.47","05/02","506","-16","377.5","+12.6","506","-16","369","+15.2","506","-16","293","+45.1"
="3593","力銘","11.15","11.3","11.15","+0.05","+0.45","05/02","13.95","-20.1","10.25","+8.78","13.95","-20.1","10","+11.5","13.95","-20.1","10","+11.5"
="3596","智易","171","175","170.5","-2","-1.16","05/02","205.5","-16.8","166.5","+2.7","205.5","-16.8","159.5","+7.21","205.5","-16.8","100.5","+70.1"
="3605","宏致","41.2","41.7","40.15","+0.65","+1.6","05/02","44.75","-7.93","35","+17.7","44.75","-7.93","28","+47.1","44.75","-7.93","26.1","+57.9"
="3607","谷崧","16.95","17","16.8","0","0","05/02","22.35","-24.2","16.5","+2.73","22.35","-24.2","14.1","+20.2","22.35","-24.2","13.7","+23.7"
="3617","碩天","268","274.5","260.5","+6","+2.29","05/02","274.5","-2.37","183","+46.4","274.5","-2.37","183","+46.4","303","-11.6","118.5","+126"
="3622","洋華","57.9","58.8","57.6","0","0","05/02","73.6","-21.3","54.1","+7.02","73.6","-21.3","37.05","+56.3","73.6","-21.3","30.5","+89.8"
="3645","達邁","44.8","44.85","43.35","+1","+2.28","05/02","50.8","-11.8","39.8","+12.6","50.8","-11.8","37.2","+20.4","52.9","-15.3","32.55","+37.6"
="3652","精聯","29.75","30.1","29.7","-0.15","-0.5","05/02","31.45","-5.41","27.55","+7.99","32.4","-8.18","26.75","+11.2","44.55","-33.2","26.5","+12.3"
="3653","健策","932","974","928","-45","-4.61","05/02","1035","-9.95","770","+21","1035","-9.95","562","+65.8","1035","-9.95","457","+104"
="3661","世芯-KY","3150","3205","3090","+30","+0.96","05/02","4565","-31","2695","+16.9","4565","-31","2695","+16.9","4565","-31","1220","+158"
="3665","貿聯-KY","226","230","226","-4.5","-1.95","05/02","263.5","-14.2","222.5","+1.57","279","-19","222.5","+1.57","340","-33.5","222.5","+1.57"
="3669","圓展","48","48.2","47.75","-0.2","-0.41","05/02","60","-20","45.1","+6.43","60","-20","44.3","+8.35","60","-20","36.3","+32.2"
="3673","TPK-KY","38.2","38.5","37.9","-0.1","-0.26","05/02","40.55","-5.8","33.55","+13.9","40.55","-5.8","32.5","+17.5","46.4","-17.7","31.8","+20.1"
="3679","新至陞","150","154","142.5","+7","+4.9","05/02","154","-2.6","102","+47.1","154","-2.6","96.4","+55.6","154","-2.6","81.4","+84.3"
="3686","達能","19.35","19.75","19","-0.2","-1.02","05/02","22.75","-14.9","13.15","+47.1","22.75","-14.9","13.15","+47.1","22.75","-14.9","12.5","+54.8"
="3694","海華","44.2","44.35","43.5","+0.1","+0.23","05/02","59.1","-25.2","43.25","+2.2","62.4","-29.2","31.5","+40.3","62.4","-29.2","23.6","+87.3"
="3701","大眾控","56.8","57.4","56.1","-0.3","-0.53","05/02","70.8","-19.8","54.8","+3.65","79.8","-28.8","53.5","+6.17","79.8","-28.8","53.1","+6.97"
="3702","大聯大","89.7","90.7","86.7","+1.4","+1.59","05/02","101.5","-11.6","83.6","+7.3","101.5","-11.6","68.8","+30.4","101.5","-11.6","49.1","+82.7"
"3702A","大聯大甲特","48.4","48.4","48.25","+0.1","+0.21","05/02","48.4","0","46.85","+3.31","48.4","0","45.9","+5.45","49.3","-1.83","45.45","+6.49"
="3703","欣陸","39.6","40.9","38.25","+1.6","+4.21","05/02","42.65","-7.15","26.7","+48.3","42.65","-7.15","26.7","+48.3","42.65","-7.15","25.25","+56.8"
="3704","合勤控","41.35","41.75","41.05","-0.15","-0.36","05/02","52","-20.5","40.3","+2.61","56.7","-27.1","40.3","+2.61","68","-39.2","39.25","+5.35"
="3705","永信","49.5","49.7","48.85","+0.65","+1.33","05/02","49.7","-0.4","45.8","+8.08","49.7","-0.4","44.6","+11","49.7","-0.4","42.75","+15.8"
="3706","神達","44.6","45.2","44.5","-0.8","-1.76","05/02","59.3","-24.8","41.1","+8.52","59.3","-24.8","38","+17.4","59.3","-24.8","27.7","+61"
="3708","上緯投控","151","155","148","+1","+0.67","05/02","159.5","-5.33","96.6","+56.3","159.5","-5.33","86.7","+74.2","159.5","-5.33","85.6","+76.4"
="3711","日月光投控","144.5","145.5","142","-3.5","-2.36","05/02","177","-18.4","126.5","+14.2","177","-18.4","116","+24.6","177","-18.4","101","+43.1"
="3712","永崴投控","44.25","44.85","44","-0.5","-1.12","05/02","51.2","-13.6","39.2","+12.9","51.2","-13.6","32.35","+36.8","51.2","-13.6","30.1","+47"
="3714","富采","43.2","43.3","42.4","+0.35","+0.82","05/02","45.55","-5.16","38.05","+13.5","48.3","-10.6","38.05","+13.5","54.6","-20.9","38.05","+13.5"
="3715","定穎投控","65.4","69.8","65.3","-3","-4.39","05/02","87","-24.8","59","+10.8","112","-41.6","59","+10.8","112","-41.6","24.4","+168"
="4104","佳醫","92.8","92.8","90.9","+1.7","+1.87","05/02","98.2","-5.5","86.5","+7.28","98.2","-5.5","85.6","+8.41","107","-13.3","84.3","+10.1"
="4106","雃博","28.05","28.05","27.85","0","0","05/02","29","-3.28","27.3","+2.75","30.6","-8.33","27.15","+3.31","39.75","-29.4","26.45","+6.05"
="4108","懷特","20.05","20.15","19.9","+0.05","+0.25","05/02","23.5","-14.7","19.2","+4.43","24","-16.5","19.2","+4.43","25.25","-20.6","19.2","+4.43"
="4119","旭富","88.8","89.1","88.2","-0.2","-0.22","05/02","98","-9.39","85.6","+3.74","100.5","-11.6","85.6","+3.74","131","-32.2","85.6","+3.74"
="4133","亞諾法","31.6","31.65","31.15","+0.45","+1.44","05/02","33.8","-6.51","29.8","+6.04","38.85","-18.7","29.8","+6.04","38.85","-18.7","29.8","+6.04"
="4137","麗豐-KY","188.5","189","188","+0.5","+0.27","05/02","207","-8.94","187.5","+0.53","207","-8.94","186","+1.34","248.5","-24.1","180.5","+4.43"
="4142","國光生","27.6","27.7","27.45","+0.3","+1.1","05/02","30.8","-10.4","25","+10.4","36.6","-24.6","25","+10.4","40.75","-32.3","25","+10.4"
="4148","全宇生技-KY","52.1","52.4","51.5","+0.4","+0.77","05/02","55","-5.27","47.8","+9","55","-5.27","39.05","+33.4","65.5","-20.5","39.05","+33.4"
="4155","訊映","27.25","27.35","26.35","+0.45","+1.68","05/02","28.2","-3.37","23.65","+15.2","28.2","-3.37","23.65","+15.2","45.6","-40.2","23.65","+15.2"
="4164","承業醫","55.1","55.6","55","-0.5","-0.9","05/02","62.7","-12.1","55","+0.18","65.8","-16.3","55","+0.18","75.6","-27.1","52","+5.96"
="4190","佐登-KY","52.5","54","52.2","+1.2","+2.34","05/02","57.5","-8.7","49.2","+6.71","65.5","-19.8","49.2","+6.71","98.6","-46.8","49.2","+6.71"
="4306","炎洲","21.1","21.3","20.7","+0.2","+0.96","05/02","21.3","-0.94","16.6","+27.1","21.3","-0.94","16.1","+31.1","21.3","-0.94","14.2","+48.6"
="4414","如興","3.59","3.59","3.51","+0.05","+1.41","05/02","4","-10.3","3.4","+5.59","4.06","-11.6","3.4","+5.59","5.65","-36.5","3.21","+11.8"
="4426","利勤","17.35","17.35","17.15","-0.15","-0.86","05/02","20.2","-14.1","15.4","+12.7","22.7","-23.6","15.4","+12.7","24.7","-29.8","15.4","+12.7"
="4438","廣越","109","109.5","108.5","+1","+0.93","05/02","113","-3.54","106","+2.83","116.5","-6.44","106","+2.83","129","-15.5","106","+2.83"
="4439","冠星-KY","110.5","111","109","-0.5","-0.45","05/02","127.5","-13.3","102","+8.33","138.5","-20.2","102","+8.33","176","-37.2","102","+8.33"
="4440","宜新實業","25.55","26","25.2","+0.35","+1.39","05/02","26.45","-3.4","23.4","+9.19","26.8","-4.66","23.4","+9.19","34.95","-26.9","23.4","+9.19"
="4526","東台","23.15","24.5","23","-1.55","-6.28","05/02","25.35","-8.68","17.95","+29","25.35","-8.68","17.15","+35","25.35","-8.68","16.1","+43.8"
="4532","瑞智","27.25","27.75","27.2","-0.5","-1.8","05/02","29.75","-8.4","21.65","+25.9","29.75","-8.4","19.5","+39.7","29.75","-8.4","17.5","+55.7"
="4536","拓凱","195","197.5","194.5","-2","-1.02","05/02","203.5","-4.18","178.5","+9.24","203.5","-4.18","164","+18.9","208","-6.25","157.5","+23.8"
="4540","全球傳動","32.85","32.9","32.55","+0.15","+0.46","05/02","40.9","-19.7","31.65","+3.79","40.9","-19.7","30.5","+7.7","43.5","-24.5","30.1","+9.14"
="4545","銘鈺","31.75","32.1","31.6","-0.15","-0.47","05/02","37.4","-15.1","29.5","+7.63","37.4","-15.1","29","+9.48","37.4","-15.1","28.85","+10.1"
="4551","智伸科","100","101.5","99.8","-1.5","-1.48","05/02","117.5","-14.9","95","+5.26","138","-27.5","95","+5.26","164","-39","95","+5.26"
="4552","力達-KY","30.45","30.45","30.2","0","0","05/02","32.6","-6.6","29.7","+2.53","36.35","-16.2","29.7","+2.53","40","-23.9","29.7","+2.53"
="4555","氣立","63.6","64.6","63.2","-0.3","-0.47","05/02","69","-7.83","58.3","+9.09","69","-7.83","53.9","+18","69","-7.83","47.65","+33.5"
="4557","永新-KY","121.5","125","121.5","+0.5","+0.41","05/02","133","-8.65","111.5","+8.97","133","-8.65","103","+18","133","-8.65","98.6","+23.2"
="4560","強信-KY","37.3","37.6","37","-0.3","-0.8","05/02","38.2","-2.36","35.6","+4.78","38.2","-2.36","34.9","+6.88","40","-6.75","34.65","+7.65"
="4562","穎漢","18.5","18.9","18.15","+0.05","+0.27","05/02","21","-11.9","14.7","+25.9","21","-11.9","14.7","+25.9","21","-11.9","14.7","+25.9"
="4564","元翎","22.6","22.75","22.5","+0.1","+0.44","05/02","25","-9.6","21.45","+5.36","25.6","-11.7","21.45","+5.36","34.1","-33.7","21.45","+5.36"
="4566","時碩工業","50.4","50.9","49.6","+0.4","+0.8","05/02","55.5","-9.19","49.6","+1.61","55.9","-9.84","49.6","+1.61","73.9","-31.8","49.6","+1.61"
="4569","六方科-KY","97.4","97.4","97.4","0","0","05/02","99","-1.62","86.5","+12.6","99","-1.62","86.5","+12.6","","","",""
="4571","鈞興-KY","93.8","95.3","93.7","-2.5","-2.6","05/02","107.5","-12.7","83.3","+12.6","107.5","-12.7","69.3","+35.4","107.5","-12.7","69.3","+35.4"
="4572","駐龍","155.5","158","155.5","0","0","05/02","180","-13.6","148.5","+4.71","180","-13.6","148.5","+4.71","203","-23.4","144","+7.99"
="4576","大銀微系統","72.8","73.4","72.4","-0.7","-0.95","05/02","93.8","-22.4","64.3","+13.2","93.8","-22.4","60.1","+21.1","93.8","-22.4","60.1","+21.1"
="4581","光隆精密-KY","64.4","64.5","64","-0.4","-0.62","05/02","72.3","-10.9","62.8","+2.55","73.5","-12.4","62.5","+3.04","82.5","-21.9","54.5","+18.2"
="4583","台灣精銳","252.5","260","252.5","-7.5","-2.88","05/02","272.5","-7.34","201","+25.6","272.5","-7.34","201","+25.6","286.5","-11.9","192","+31.5"
="4588","玖鼎電力","118.5","121.5","118.5","-4","-3.27","05/02","149.5","-20.7","67.5","+75.6","","","","","","","",""
="4720","德淵","17.4","17.45","17.15","+0.15","+0.87","05/02","18.7","-6.95","14.75","+18","18.7","-6.95","14.3","+21.7","18.7","-6.95","13.85","+25.6"
="4722","國精化","40.35","40.35","39.9","+0.25","+0.62","05/02","41.2","-2.06","37.15","+8.61","41.2","-2.06","33.55","+20.3","41.2","-2.06","33.45","+20.6"
="4736","泰博","156","156","154.5","+1.5","+0.97","05/02","162.5","-4","149","+4.7","171","-8.77","142","+9.86","189.5","-17.7","141.5","+10.2"
